,Sample.id,lat,lon,ai_et0,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,contrast,correlation,cv,dem,dissimilarity,eastness,entropy,evaporation,evenness,EVImax,EVImean,Gppmax,Gppmean,homogeneity,maximum,ref,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,NDVImax,NDVImean,northness,Nppmax,Nppmean,ocs,range,shannon,simpson,std,uniformity,variance,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bdod2_1,bdod2_2,cec2_1,cec2_2,cfvo2_1,cfvo2_2,clay2_1,clay2_2,nitrogen2_1,nitrogen2_2,ocd2_1,ocd2_2,phh2o2_1,phh2o2_2,sand2_1,sand2_2,silt2_1,silt2_2,soc2_1,soc2_2,shannon_species,shannon_genus,shannon_family,ece,esp,biome,X.y,JGI.id,Type,Lat,Lon,Size.bp.,Continent,Biome,Data.Contributor,Library.Instrument,Library.Strategy,Library.Source,Library.Selection,Library.Layout,Library.Construction.protocol,JGI.Library.Instrument
25,MG_D1_T1_R1,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.835202992,4.573050632,4.424099893,-0.30692032,0.07983371,Agricultural Land,27,NA,In-house,30.83576111,120.7176889,165458958,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
26,MG_D1_T1_R2,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.421621007,4.221343259,4.054518685,-0.30692032,0.07983371,Agricultural Land,28,NA,In-house,30.83576111,120.7176889,155294464,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
27,MG_D1_T1_R3,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.586354494,4.244595517,4.094432337,-0.30692032,0.07983371,Agricultural Land,29,NA,In-house,30.83576111,120.7176889,184039526,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
28,MG_D1_T2_R1,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.853349069,4.62737469,4.376478686,-0.30692032,0.07983371,Agricultural Land,30,NA,In-house,30.83576111,120.7176889,195342398,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
29,MG_D1_T2_R2,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.423010491,4.115136507,4.003965687,-0.30692032,0.07983371,Agricultural Land,31,NA,In-house,30.83576111,120.7176889,146326394,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
30,MG_D1_T2_R3,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.014831804,3.832607388,3.73502339,-0.30692032,0.07983371,Agricultural Land,32,NA,In-house,30.83576111,120.7176889,133897952,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
31,MG_D1_T3_R2,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,3.869254419,3.516483807,3.406587457,-0.30692032,0.07983371,Agricultural Land,33,NA,In-house,30.83576111,120.7176889,140213110,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
32,MG_D1_T3_R3,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,5.212932588,4.896017231,4.722879721,-0.30692032,0.07983371,Agricultural Land,34,NA,In-house,30.83576111,120.7176889,218128228,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
33,MG_D1_T3_R5,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.811346395,4.437486547,4.151599027,-0.30692032,0.07983371,Agricultural Land,35,NA,In-house,30.83576111,120.7176889,198063634,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
34,MG_D1_T4_R1,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.670242499,4.421481647,4.280641608,-0.30692032,0.07983371,Agricultural Land,36,NA,In-house,30.83576111,120.7176889,168372374,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
35,MG_D1_T4_R2,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.063968454,3.408878477,3.350421908,-0.30692032,0.07983371,Agricultural Land,37,NA,In-house,30.83576111,120.7176889,148200828,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
36,MG_D1_T4_R3,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.178905783,4.003539163,3.926986865,-0.30692032,0.07983371,Agricultural Land,38,NA,In-house,30.83576111,120.7176889,137396534,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
37,MG_D1_T5_R2,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.768119731,4.40297338,4.25477497,-0.30692032,0.07983371,Agricultural Land,39,NA,In-house,30.83576111,120.7176889,194496160,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
38,MG_D1_T5_R4,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.252366827,4.048914847,3.925074266,-0.30692032,0.07983371,Agricultural Land,40,NA,In-house,30.83576111,120.7176889,187554884,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
39,MG_D1_T5_R5,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.741915864,4.439067043,4.27205853,-0.30692032,0.07983371,Agricultural Land,41,NA,In-house,30.83576111,120.7176889,169290146,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
40,MG_D1_T6_R1,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.357399415,4.131969282,4.064845629,-0.30692032,0.07983371,Agricultural Land,42,NA,In-house,30.83576111,120.7176889,137226902,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
41,MG_D1_T6_R3,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.459217654,4.139700495,3.968437908,-0.30692032,0.07983371,Agricultural Land,43,NA,In-house,30.83576111,120.7176889,150988548,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
42,MG_D1_T6_R4,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,6.178734328,6.046399824,5.913424687,-0.30692032,0.07983371,Agricultural Land,44,NA,In-house,30.83576111,120.7176889,185919682,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
43,MG_D2_T1_R2,30.83576111,120.7176889,0.09914282,0.10937662,-0.5625152,0.48163572,-0.80651486,0.4295191,-0.2685893,-0.2863654,0.34288815,0.7286839,-0.022545535,0.28026214,-0.28887847,1.3664529,1.3653073,0.8709431,-0.12424191,0.5479887,0.41495463,0.27725703,0.013564276,NA,-1.1935376,-0.7046963,-0.99920326,-0.9149181,-0.957144,-0.9450705,-0.92633843,-0.28909615,-0.23835333,1.8352138,0.19411796,-0.000663356,1.802774,NA,-0.26743898,1.3816245,1.2818471,0.8308548,1.2006648,-0.5546459,0.6037427,0.8344243,-1.0335999,-0.6338203,-0.042213544,0.7956656,0.80356514,-0.30265933,0.96049315,0.7955551,0.92894435,0.733256,0.8266946,0.7033642,0.7314906,-0.6080604,0.68135023,0.73981357,1.4741429,0.29761404,0.11002932,-0.12902161,-0.7440938,-0.93789697,-0.5560771,-0.75533164,1.5900946,1.4417152,-0.17526993,-0.57163113,-0.36654016,-0.41395688,0.34987375,0.39381722,-1.9483297,-1.9134963,1.4935747,1.5286863,-0.58673847,-0.6180338,4.745457905,4.524109672,4.440732916,-0.30692032,0.07983371,Agricultural Land,45,NA,In-house,30.83576111,120.7176889,182967950,Asia,Agricultural Land,NA,Illumina HiSeq 4000 or Illumina NovaSeq PE150,WGS,METAGENOMIC,RANDOM,PAIRED,NA,NA
